address,name,symbol,label
0x0095151377296198241a25a0f36c805b03de2f12,The Fumetzu Koin,FUM,truthworthy
0x009631f3cb11a9af2e2f0186e698a2bc976d86eb,Ethereum Dragon,ETHD,scam
0x00a3d842da157d0028434f972e8b57609b425ba0,Teddy Dog,TDOG,scam
0x00abbdd24450ac270b5034b8f61ef0ce952727e9,TANJRIO,TAN,scam
0x00b0a5f9af10e9ff334cec2875a4a0cbc1003ffd,Libra Protocol,LIBRA,scam
0x00b18c52b72ef1b6011962ca263c18c451bfbc9a,GoldFinX,GIX,scam
0x00ca4ddf029699af0d34899946593e9055036420,Decentra AI,dAI,scam
0x00d8308b7ac4bc8332a7d006eca41c948ddebf40,yfin.finance,YFIN,scam
0x00dd301d59e4248e991db96a747a3c062888a1fb,decentralizedmcdonald.com,DDM,scam
0x00de12bb823e771ddf539d11b54517b133deed18,HesDefiCoin,HDC,scam
0x00e150d741eda1d49d341189cae4c08a73a49c95,InfinitusTokens,INF,truthworthy
0x00e84b77ec5e9b7c696fe1d4657b322315cc7e2e,JYtoken,JYT,truthworthy
0x00f2447869ccae56abc8464857a9b5b14c21a7d9,TicketBoyz,TBZ,scam
0x010b9cc87691e8432ac1417b3ff4c9f8f61e9b8e,https://t.me/cyberfi_tech,CFI,scam
0x010c017e26624d48aabd03d4cd878ce5bf5333d6,Rocket Inu,ROC🚀🚀🚀,scam
0x010ea6e65fa50c0d44e2b90276b7ba1f16168601,娱乐天王币,YLTWB,scam
0x011b84696adbf04404a05b295a527fdb03705d0e,DogChain Inu,DogChain⭐,scam
0x011bc89da8b2b0ac96de0b02a91483f5350cf21b,Illuvium.io,ILV,scam
0x011d5f48615119e53d11dea9d2a6e81036ff0f84,Shit Core,SCORE,scam
0x012d1a747904c04a2a09f1438be7ff35ef3b19c6,Decentralized Oracle,DEO,scam
0x012f90820186a780b725b384eb5c8c17aeb6bfd1,GoldSwap,GOLD,scam
0x014a543f767b3b06e31a811b0a75483ee8dfd72d,BonezYard Music Platform,BNZ,scam
0x014bade3f3701b583a8d19430d602feb20266a2a,S-CORE,sCORE,scam
0x014c70107d34f12199483cbd8733dc4b425e09c1,WeRaD,WeRaD,scam
0x014e42ae89b24738591e2f695e1ef6d95bd38619,AgroTechFarm,ATF,scam
0x0157da8f5833d11c9a95a026d99e2b7cbc11880d,Flix,FLIX,truthworthy
0x01650091af9631a89d4410a36718ceb0c4e584f0,WCDZILLA,WCDZILLA,scam
0x016b6e79347fb12310e3a2ab83284f0581127efb,Matic Token,MATIC,scam
0x016fa0f51f9dd93e8861ff7cb335d88ed4076001,$7X,$7X,scam
0x017e41dde2d667d113c4b572f4d314dcb0797bf7,Kujo Inu,Kujo,scam
0x0182c2f88461990fa276c47e8c199980d4cc2985," Doge Protocol ",TheDoge,scam
0x0187b52e0b677f719989cbc54b21df31c14c7c69,CXB,CXB,scam
0x0189d31f6629c359007f72b8d5ec8fa1c126f95c,SNSTOKEN,SNS,scam
0x018c7c8c1d75feedbce95f2ba2b22d04b30da511,Vreo,VREO,scam
0x018c88d554c6dbc20b15aeaab59f992c323b5918,SUSHI V2,SUSHI V2,scam
0x018d7d179350f1bb9853d04982820e37cce13a92,INMAX,INX,scam
0x01995786f1435743c42b7f2276c496a610b58612,SanDianZhong,SDZ,scam
0x01a1361e74f4617b654bfae40ceca769d27b0b99," Fuck you Uniswap",FUCK-YOU,scam
0x01abc255af6a0d022d4791a63d4aae68e55408c4,Luna Chain,LC,truthworthy
0x01afa0ec445508343e64cbd717491ef152ef823f,stormswap.io,STORM,scam
0x01b68fc481391a029721a97c45bec5acec0be439,PEX DeFi,PEX,scam
0x01b8bcc8b75dd86025b455373f3c0814a060e6a8,DogeRocket,DGRO,truthworthy
0x01c8857057326b8f64dcb5cba6d802dcd132946e,ShareAt,XAT,scam
0x01d454ffc3f0b77f3f316d4c88230263c2af7aba,Makers DAO,MKD,scam
0x01d5ca206cbb7a42dd227c9c554b24d3eba2190b,MakeMoneyToken,MMT,scam
0x01d76bb4fc20b547d7c88e216605e35dd8f568e2,V3 Luna Token,LUNA,scam
0x01d8531005ce845485e7150e7ef8761c7ba63e20,ChangPengZhao Token,CZ,scam
0x01d8c1b8c8fe72228052db95c52d2fc8e29d20c6,Technology Without Borders,TWB,scam
0x01df2b4b78a47db8c61d46aaa856b0ebe596f910,Octo.fi,OCTO,scam
0x01e0b2c5dde3815ac275c16ac50c4e7a4c0ac0b8,EXCELSO,EXC,scam
0x01e25fbababa24bfc0db90b681d2fa0b927b6605,REMAXD,REMAXD,scam
0x01e6e3d6faad1e9e3f85419ea9bbe8fd65b34932,HKKO,HKKO,scam
0x01f4d5ba49b2c1647148955e0a1d3c9c0eee1f40,Yearn Finance Cash,YFC,scam
0x01fa17a1b38a6335b7ad2307db6bef309d2ba981,CEX.Finance,CEX,scam
0x01fa555c97d7958fa6f771f3bbd5ccd508f81e22,CVL,CVL,scam
0x01ff50f8b7f74e4f00580d9596cd3d0d6d6e326f,BF Token,BFT,scam
0x020d5e6fec03d0144a2681cfc0fd3c9255d6d7c2,MoneySwap,MSWAP,scam
0x02122fcb9730d0bfbfc88c6df3d508a5b2968d1d,Basis Bond,BOND,scam
0x0213a47b7acd014e3927bf4120a0dbaa3fd50734,Kurae Inu,KURAE,scam
0x021d16069d1c46b238a2325c6a900fe9108e7218,TIKTOK,TIK,truthworthy
0x021d58863d6a8cfc30c24221944a28e18efc677b,Zytech,ZYT,scam
0x02278e5570ed2e95429572ec18dd4ae5831d6883,Arkane Network,AKN,scam
0x0228528581c01a303d59d8cf6b72bd5a5d219458,Ok Node Community Token,OKNC,truthworthy
0x022882d9fcf023e57926e4e01d1b137aabd93416,Arkadiah,ARKA,scam
0x0228e9efa309d6800a0338dd266d4193ed3ab33c,kaprika,KAP,scam
0x022d99b653fe22120ecbc496bb67f723b55bba8c,pgCOIN,PGG,scam
0x0238ef2dec28ce4f532ddd3b05a252f86b046550,MiniWeeklyToken,MWT,scam
0x023ebf4e1feea224f375d6fb06d34b1f56cffad0,e-ETHREAL token,e-HR,truthworthy
0x024c5cb183e0978d89d061ba6baeea19441abc16,TokensJam,JAM,scam
0x024cee421efcafb2d7231489c719af30a6ea4ab6,Cavre,CAVRE,scam
0x025068c7d1b37af42ab01f6349da473564c368ab,TravalaDoge,tDOGE,scam
0x0258595bb804822f0c3aa1ab64345fc5e5b33139,Dodoex.io,DTRADE,scam
0x02596ad70aa277d52d163be2f98eb20be9240180,meong,MOG,scam
0x026195ce819f1cb4fa872ce306b14b91ab16a3ab,YAMSilver.finance,YAMSF,scam
0x026e62dded1a6ad07d93d39f96b9eabd59665e0d,BirdCoin,BIRD,scam
0x026e96a9fcfeb4436624d64408786420b42e121f,Synthetic CBDAO,SBREE,scam
0x02744731e4a53c9f1b664350df2b09dba6a6c653,lovet,lt,scam
0x027cd86e892c3f8fd482cb30dc73de030c546503,2017 again,S2017,scam
0x0280d57acf2aff47ed8582ed9afa89acccedb237,HolyAkita,HOKITA,scam
0x02859f75af3ef1fe31dc90969eb8cd508c52f2ff,Glitter,GLIT,scam
0x028a0902ec48857a5f2b9a6b3500661efa6e9a3c,p3x,p3x,scam
0x028a59a9d14d2b6f6b3f64540fed49393aa0d54b,HiTa Inu,HITA,scam
0x028bf883b441b9435d0e32767d84a1c07122bc32,Core Finance v1.2,COFI,scam
0x02922b267d831ae672e70480d3de48743711db28,DiBi,DiBi,scam
0x029304e22ec569ecf447c065421c4fefe16a1e6b,place,place,truthworthy
0x0297083eef9c04ee22c89187b13363af2249042b,Andre KP9R,aKP9R,scam
0x029b8799de1304c7579d5fcf2a8bbbf7d3e888b9,Menidola Finance,MNDF,truthworthy
0x02a094c8e455bc96e9c6a6c0f03747a1323e82cd,PolkaSwap Token,sPolka,scam
0x02a643d43cc72671bec8beb6c163945160e50e52,TULIPBULB,TLPB,scam
0x02aa56a0fcd57a57b934cff6e5274915ddfbe14c,ClinTex.Finance,CTi,scam
0x02b6361bbec213bcc34756bbd2877831d92a6c84,Wall Street Decentral Token,WALL,scam
0x02b6449d473f107a6205cadfe54baecd853fad59,Ulrica,ULA,scam
0x02ba7b2026d26896bc1368e6bef4349d2f595b68,Hex Lite,HLT,truthworthy
0x02c4c78c462e32cca4a90bc499bf411fb7bc6afb,InvestDigital Token,IDT,scam
0x02cd28ee6017df3b5c69b0b31f9aaddf65aa26e8,Kattana,KTN,scam
0x02cd55d2f30a1fcbda218740fb9e6182c93cbdb3,Coro Inu,CoroInu,scam
0x02ce9b523211dd0a40d453ef4411745076ad463d,Unicorn City,UC,scam
0x02d7b659389d537912b313611cbc5a7f7ed615a9,keep6R,KP6R,scam
0x02daa88bd8196cff00bd03825a2ac93086bf6950,Taurus,Taurus,scam
0x02e54201f114f8b0247047c7966340d059e3829e,PaySwap,PSP,scam
0x02eca910cb3a7d43ebc7e8028652ed5c6b70259b,Pteria,PTERIA,scam
0x02f2d4a04e6e01ace88bd2cd632875543b2ef577,PKG Token,PKG,truthworthy
0x02f61fd266da6e8b102d4121f5ce7b992640cf98,LikeCoin,LIKE,truthworthy
0x02fdd6866333d8cd8b1ca022d382080698060bc2,6ix9ine Chain,69C,truthworthy
0x02fdeea649d0291a987438fdaab5a71ed623471f,ArtDeco,ArtDeco,scam
0x02ffcc179f70e2e517840309497690ea31b9f313,Fear Of McDonalds Career,FOMC,scam
0x0313b8d5de891bb22bb0d6ccfd7a2aac0e4ad7ab,everlinkcoin.io,everlink,scam
0x0318197d6dd7f25d05511c398aa9a85edfde324a,MORE,MORE,scam
0x031a265ff45ba2c5da0991b29653233fb1255323,Nadia Inu,NADIA,scam
0x03241323e870b4d4df639f86188fabf256f7fc57,Mia Loin Nng,GLN,scam
0x0324a25c1b799fd268fbfd5670426f86dbb1412d,TestToken,TESTES,scam
0x03261cd0bcb30e009da99382b53058f83eaf77c8,MantraDao,OM,scam
0x03282f2d7834a97369cad58f888ada19eec46ab6,Globex,GEX,scam
0x032ae2bd448904e0d468167dc25b4c35d3d72a36,fami.finance,FAMI,scam
0x0338d67c31078a04abd4eee25df294e88a739d23,GhostRiderDoge,GHOSHDOGE,scam
0x033975172b7aa36915644b632a1f246d2f5f7abb,BuyEth,BuyEth,scam
0x03598fd358335b1955569b4362751622d84d1a5c,MerlinJay,MJ,truthworthy
0x035cde9982a454d4340bb431a730f78a0443993b,CHAD,CHAD,scam
0x035df12e0f3ac6671126525f1015e47d79dfeddf,0xMonero,0xMR,scam
0x036058294cef4785fcb5b8ceac6dc8af69319d6d,DefiDoggy,DefiDoggy,scam
0x036e5f38f29401472f65514ab88d5957bd99ba99,Blueface Finance,BLUE,scam
0x0374a144f799bc64ec00c03dbb9065ad19e84c4e,Dracula Network,DMN,scam
0x0377275a82d619ce40e73a46eedf4a94497a45e1,boomswap3.org,BOOM,scam
0x037bb64e1c1921325ede91f18f94b459135c4209,Chicken Or Egg,🐥 Or 🥚,scam
0x03829f5675f3b51d0f8c2a74417a757625acf22f,YFIBALANCER.FINANCE,YFIB,scam
0x038500ff8e3829efe09bbc91abdc1e10104e92cd,Digital Twin Agreement,DTA,scam
0x038e090c9a9b12ec140edcb8f55d30efb7d0710b,FLOKINU,FLOKINU,scam
0x038ee3f6534fcb5a6b876b346efb18a797bca3ed,CoreVIP,CORP,scam
0x0390046efdac8268ddb83c58e021ff3c910ff31e,Chromia,CHR,scam
0x03923a69d68b7c45f566dea5e4f0c5dbfeaa7da5,Digi Black Coin,DBC,truthworthy
0x03942cc7f5b10349d0434044b3ab7a1d28961555,NeoBlock,NEB,scam
0x0396296b776f5793ce2114e04c0d0f474164049e,Meta Sports Game Token,MSG,scam
0x039afb6ab8c3ebd9c031b0fd8aa33f25a24650c0,Baby Shiba Inu,BABYSHIB,scam
0x039b9077ffd0bab521c600995e304f8233c7a250,FinCry,FNC,truthworthy
0x03a0a2e10f2a19528bad89ca7cdc88ca9a8c7c56,Benzc,Benzc,scam
0x03a36bf5bf2ba10420f46aa198a252806a632d7e,CarlCoin,CC,scam
0x03a5d1d4c764decf50ae12decbed8a51a421faa0,CAPTAIN,CAPT,scam
0x03ac97404495430e25080b1ba28141ba8d21f6f2,QuShu Inu,QuShu👑,scam
0x03aca1181ade0509fd3e7175e5895a2fba90ceea,UniverseV2,UNV,scam
0x03ae79862b5657c19cfc750fce6b0bb5a0fd9a29,CVCW,CVCW,scam
0x03b670eaa70149968f9192c3c04d129214574c1e,Cocacola Finance,COKE,scam
0x03b77f0d45beabd81f97b050dad6b475d2b84940,SadoWorld,SadoW,scam
0x03cbfd14f07824f1376958dc4ad7c97e140d9ae2,Rcs Token,RCS,scam
0x03e31ebf0f7441469ce01e37cd0d5d04e5262503,BeeCoin,BeeCoin,scam
0x03ec7bb59be036870ef696a2abf124f496d6735a,Sancoj,SANC,truthworthy
0x03f251dc7f1601e3295b5fcbf910912601509faf,SoloCoin,SOLO,scam
0x03fee2e88ce1651bcd5abe4b81af4e8cc69af039,yearn.gold,YAU,scam
0x0406e3c367b3aab530b7171a704a7dc98db328a1,Kwon Inu,KWINU,scam
0x0407b4c4eaed35ce3c5b852bdfa1640b09eeedf4,BlockWRK,WRK,scam
0x0411819ac566eb66a1a9deeb6e1daf7c6928f968,Tanuki,TANUKI,scam
0x0411b4652f6087d02f633119043e6199841e37eb,Korean Won,KRWT,scam
0x0417d6ae1f6c88f83d067cb3c9c5891dee34ba88,MydogCoin,Mydog,scam
0x041b10db04de10c1005029ce498d09446e935316,Green INU,GINUX,scam
0x041c57c9819efa6c411000de529b5065e08b39a0,Roads I Traveled,$Roads,scam
0x041cfc2f95faf26d9edd25330118d03a4656bed4,Cash Liquidity Basis,CLB,scam
0x041d37f02b4219e5a038b22c1f69e7e55f3a82d8,Marshmallow Governance,MGT,scam
0x041fdd6637ecfd96af8804278ac12660ac2d12c0,SwapDEX,SDX,truthworthy
0x04203b7668eb832a5cbfe248b57defeb709e48e3,Statera Gold,STAG,truthworthy
0x0423276a1da214b094d54386a1fb8489a9d32730,kusama,KSM,scam
0x0425c5b3145658079fde7b7b87c3bfa981b6198d,Tokens Jam,TJM,scam
0x042d12f91a95443fcfdd91a592525776abb086f7,Åtriµm,🖇️ Å†rm,scam
0x04423d360b5f2a65266a150ac109534c47830e66,Fazhan  Chain,FZC,truthworthy
0x0442bc99441f55244131cc13a2e717c493ddbf01,REVI,REVI,scam
0x04434f56dd0ceb03754e6cf782f09962c2285dc5,APESWAP,APES,scam
0x0445174b6fa65df016ac975967148d257598ee9f,wahwah,wah,scam
0x044b82c8b84a4d8feafc5dec914c363a7ea1b8d5,XES Token,XES,scam
0x04516ff6cafbb1c78a62ec776e7e0694e3b66344,OS.FINANCE,OSUP,scam
0x04521e2f01234a132381d0a6f6dabbb79f6686ea,Three Inu Finance,ThreeInu,scam
0x0452aed878805514e28fb5bd0b56bef92176e32a,BPOP,BPOP,scam
0x04535be57a92e103a91769c840e3b4b110973a32,DMT MACHINE ELVES,DME,scam
0x0455505c29a34c32fa23fb23e813bf011ee03b33,t.me/Freedompump,FPT,scam
0x045eb7e34e94b28c7a3641bc5e1a1f61f225af9f,ZPAY,ZPAE,scam
0x0462a453c194c176c94a38f1a2ac786baf05ab2b,USDF,USDF,scam
0x0463746d0d30d7dbc7884d60de75bb615c90f65c,Super Nova Chain,SN,scam
0x046c6ab0f4908e79ee1b1f3e6511b9b7aa233ffa,Blackchain,BXH,scam
0x0474855b3deef76875147be527143b89c8e12630,Better than TikTok,Vine,scam
0x047686fb287e7263a23873dea66b4501015a2226,Cute Coin,CUTE,scam
0x0483335f1c0d6a15e7c5ad554f953938833613fd,YFICHILL  FINANCE,YFICHILL,scam
0x048501485dfda67eb913bb08699a77302a369231,yearn farm smartchain,YFS,scam
0x0488401c3f535193fa8df029d9ffe615a06e74e6,SparkPoint,SRK,truthworthy
0x048be72b91c5c5ff4c24fe2a22868086760c692f,Antimatter.Finance Governance Token,MATTER,scam
0x048fe49be32adfc9ed68c37d32b5ec9df17b3603,Skrumble Network V2,SKM,truthworthy
0x04a3a4443e931ca498cf14135bbfe38085de70ff,soul lun,soul,scam
0x04a3c356d5cf32fc446fd22f80c40216066b8eb4,BUNNY Token,🚀 RocketB,scam
0x04abeda201850ac0124161f037efd70c74ddc74c,NEST,NEST,truthworthy
0x04b4cf6e310feb89c8172234fed3cf2bac9ac833,Schiff Coin,SCHIFF,scam
0x04bded3911d7f7403e47c4c0b24952bdbb6e6de8,CMN,CMN,scam
0x04d6435d515dfad9abd1475c782d179043d37d53,T1 Inu,T1🩸,scam
0x04db919876162e249801c6c70f2beabb775bd5ea,Clown Inu,CLOWN,truthworthy
0x04ed15fa8c47778589c1bf3451e0de25c1eed3ae,ALEX,ALEX,scam
0x04ee6683dd715666c9d4cffda6c0c0ebc8e19ed1,BeatendownStocks,BEATS,scam
0x04f33d09aae7923fcd82590b1d8fef0ce41936e1,BasedPepe,BASEDPEPE,truthworthy
0x04f3cffe882dee7c54dbe131600dfcf14ad56de7,SiameseCat,SIAM,scam
0x04ffa2751b3487492609a10b3e722a422bce0591,Medda INU,Medda,scam
0x05079687d35b93538cbd59fe5596380cae9054a9,BitSong,BTSG,truthworthy
0x050cbff7bff0432b6096dd15cd9499913ddf8e23,FUTUREGOLDCOIN,FCI,scam
0x050d94685c6b0477e1fc555888af6e2bb8dfbda5,Inu.,INU,truthworthy
0x051aab38d46f6ebb551752831c7280b2b42164db,FreelancerChain,FCN,scam
0x051ba784427ca3b6ea78dc93e48cd6b6c081501f,Dapae,DAPAE,scam
0x052b78eb116d65d5b43f8fb4840800e333674765,cryptobuy,CEC,scam
0x05312a7ec89a6315157ef8c4063eb62425b422c0,uwvFi.finance,uwvFi,scam
0x053fc0a47d66561f226b65005ca31295ed795712,DontBuyDoge,DONDOG,scam
0x05484e280743ae0ca8072ea0faf571dda0b75fa8,PowerCore Token,PCT,scam
0x0548def8314532602e020d071d5fe8be12b5ac4c,Satoshi Inu,SAINU,scam
0x054adb2c058691ea32de7a24b43dacf5d529bff3,$7WONDERS,$7 WOW,scam
0x054b642117892205a6f5a0b8c29ffd10a6369d19,FMX Token,FMXT,scam
0x054dbe5d19f8edb36eac3f84eceb51e5fc645a97,FRE TOKEN,FRE,scam
0x05550d787a9b86cf43cd281ac2e2715f9e9653ca,vegumami.com,x30VG,scam
0x0557704bed11d317a3e6ec5eeacc78537212c864,YFHI,YFHI,scam
0x0557df767419296474c3f551bb0a0ed4c2dd3380,Universal Gold,UPXAU,scam
0x056dd20b01799e9c1952c7c9a5ff4409a6110085,WPPTOKEN,WPP,scam
0x056fd409e1d7a124bd7017459dfea2f387b6d5cd,Gemini dollar,GUSD,truthworthy
0x057da43f5ed569e65e8a7a6451795a42ec09933c,Big Optimist Kiss,BOK,scam
0x0581a2ae4ba4438c6e83048130ddc8b9fcf6210c,VPAY,VPAY,truthworthy
0x0581d857369e42fcb9c668ee87a10cbbe1fd1ab3,Yogen no tori,tori,scam
0x058349297672b6cc7ccb6e59a679c5add74a6898,Ethereum Vault,ETHV,scam
0x05860d453c7974cbf46508c06cba14e211c629ce,Eden Coin,EDN,truthworthy
0x058a144951e062fc14f310057d2fd9ef0cf5095b,PoWH3D Extended,P3X,scam
0x058ef0ba85e053e55d357c8a95bc6ea7458def8a,TradeKax,TKX,scam
0x05984006707585f66465e8a6505341f46b64fa7a,Nam Coin,NAM,truthworthy
0x059d44edd2c15fd0050feb8cc97b3e93e5837506,Project Decorum Coin,PDC,scam
0x05a40b5d91c91fa8480d9c002a50a07a0a3aa36c,Dracula Finance,DRCFI,scam
0x05b1d8d985948c4796b71c89a045d508b7962ff3,FunkyMonkey,Funky🐒,scam
0x05b4ecaf23770eb075291bc84febac68981deff0,Shibelon Classic,ShibelonC,scam
0x05b6cfd876e36b7dec3e3f2db7b25f63e3d6dff1,RIA token,RIA,scam
0x05bd72b1eeda804aff01eafcbc7d1660d2e7bdad,Kara Inu,KARA,scam
0x05c26a876ce988f0ca83f367d77d4d68e90805c6,CZ easy 100X,CZ100,scam
0x05ca8ea7d2ef06489639a00c5fb49bef74ef5459,Polkamon,PMON,scam
0x05cd72e65ea7037d6d5552a527e6c7e08e77487c,$STEALTH,Holdenomics,scam
0x05d3606d5c81eb9b7b18530995ec9b29da05faba,TomoChain,TOMOE,scam
0x05d412ce18f24040bb3fa45cf2c69e506586d8e8,MFTU,MFTU,scam
0x05e4de681283bdf7c35ef7de4b87e465e80a6216,YourGamify Token,GAM,truthworthy
0x05e64289a27ae8fd0e93e0ad66dff044029bf56f,AstroNesa,AstroNesa,scam
0x05e850909664a3cf926ca4777c3ec1577d36ec18,OnFlow,Flow,scam
0x05e886072ec32a5d4273ce451483a7693cb812e4,BitStone,BTN,scam
0x05f2dd9999a693dd1f21d475fc1b4ffbeb300a7f,H(ELP),$H,scam
0x05f3ddf3ec54c72f2f5ce2d18a6152a0fe184164,Tita Inu,TITA,scam
0x05f432859fba511ac51b06fa7022d7b3f563637a,ZKSwap,ZKS,scam
0x05fcc72cfb4150abae415c885f7a433ff523296f,YOKcoin,YOK,scam
0x06013046ef24bf972737c4c99a420144f0f81d2c,Hachiko inu,HACINU,truthworthy
0x060ed6d1c95dc1bc5c295b0796417c00e24a2ea8,ECOWAS,ECO,scam
0x06119928e04cf058134516f2014db67063f9a7a9,Ruwetka,RTK,scam
0x0613c17c4c7211bb81e43ca2d695f3ade2b06301,Chicken Or Egg ??,🐥Or🥚,scam
0x061453022ef3e2457b33d1b497e1e0b1ed6c6641,Baby Bear Coin,BabyBear,truthworthy
0x062e175835e0b6d49d7bbed7e17b1b6b5a123f9c,FalconSwap.COM,FSW,scam
0x062f90480551379791fbe2ed74c1fe69821b30d3,YMAX,YMAX,scam
0x0630eae1a22cdb6df7f262438e720002501eba3a,mosscoin,m0ss,truthworthy
0x0633c21a97d2f044664d39322545e90ea2880ec3,0x000000000000000000000000000000000000dEaD,"  0xdead",truthworthy
0x063b98a414eaa1d4a5d4fc235a22db1427199024,VOMER,VMR,scam
0x063f94a725d4bfa66746d665782a1b137195860d,btc2100.com,BTCS,scam
0x0640a8a173a428cf6d46088c93a1ce672181f748,mbidefi.io,MBI,scam
0x06415b99b0177875d11c1cd42a5502fba2103c69,Anti Keep4r,aKP4R,scam
0x064bb504c7dd58dacd1629ca98ffa67081c6cc88,World Debris Token,WLD,scam
0x064ed8b48483b37c7a52b0167127057c1157ea15,Tripterium T50,T50,scam
0x06506c31a68a896d9061c396ad9b5c2598c744f3,PINKPUSSY,PINKPUSSY,scam
0x0651b66d6af12ccf27ad194170e0deb5aa5cc454,BBB Finance,BBB,scam
0x0654a34e8d446b0cb5dff5fa8fc7a3280b9b8ab2,MICO Protocol,MICO,scam
0x06582d6b04f4ca17fd65ffe7dcae95f66c197aa2,CHADS VC,CHADS,scam
0x065ec7d50bf7e9400f469423a23a28e7f2fa6996,Polkadot,DOT,scam
0x066418ec4b51545cd37fe135fa44c59a19fa7f3e,amplexxx,amplxxx,scam
0x0665b2a4af27778d45d687def997b2f1e00961a8,yearn.finance.XYF,XXYFI,scam
0x067085aa0ff4e97a3c61bf06de618e0aae11dbc2,YPro Token,YPRO,truthworthy
0x06773e971df3e0a167f362321ba0e1baef3eb566,laika Inu,laik,scam
0x067f323c48ef16960d6e228b2af832e3f52ea3a3,tokendetective,TDT,scam
0x06834c17b1a5f7214edafee214bd4a9d3c6bac13,THEBURNINGHELL,TBH,scam
0x0695d3418f8c9818078fdc958c46466175a796e0,antiSET,aSET,scam
0x0698dda3c390ff92722f9eed766d8b1727621df9,Ethereum2Proof-of-stake,ETH2POS,scam
0x069c552b246db20718f6b6e9f9ae7dd22e50b46a,Magic School Bus,MSB,scam
0x069c656ad7d380cf2860d06aa4173083a66a3ab0,Digital Pakistani Rupee,PKR,scam
0x069e219ea6d6e1aacda76bdca0fbfb4f6b25fd1c,DefiPie,PIE,scam
0x06a18723818cdf9ab08ed8ceb0b931777a41c8f9,AIGO Protocol,XGP,scam
0x06a2c00887866b45de1f8f2263df74e4d8815dfc,NEW FINANCE TOEKEN,NFT,scam
0x06a332d34a449bdd65354d3772a2716d16b0954e,Graph Token,GRT,scam
0x06a5d00f4d1303f22e189622dedea6ef77c5c65d,BooMoon,BOMO,scam
0x06a9e0d8eb1ae36431d95213396c1ee57120abdd,Litentry,LIT,scam
0x06ab36b19b8d90001e139ea415b3ca14be68c80a,Kosher Finance,KOSH,scam
0x06ad9bacc335d658550c3be1fd1a2972f0ed6efd,bisontrails,BOT,scam
0x06bedb9540d52e8a1ee1718c82ea9bd3d7c1b75c,YFIG,YFIG,scam
